Time	Fxf	Fyf	Fzf	Ftf	aux	Fx	Fy	Fz	Ft
2.088000	-0.282729	-0.553492	0.255545	0.672006	-0.005798	-0.269017	-0.575316	0.000051	0.635105
2.096000	-0.248675	-0.452912	0.925995	1.060394	-0.008850	-0.265202	-0.426541	1.152107	1.256829
2.104000	-0.050966	-0.414543	0.352277	0.546390	-0.007019	-0.036316	-0.434170	0.190789	0.475629
2.112000	0.032916	-0.319222	-0.461086	0.561771	-0.012818	0.024720	-0.315913	-0.366166	0.484241
2.120000	0.042986	-0.314737	0.038421	0.319974	0.047761	0.043793	-0.296839	-0.015208	0.300437
2.128000	0.028372	-0.294676	0.478836	0.562959	-0.008698	0.032349	-0.331172	0.511228	0.609980
2.136000	-0.006498	-0.113371	0.246513	0.271411	-0.006561	-0.009613	-0.067953	0.228936	0.239002
2.144000	0.101872	-0.052322	0.028223	0.117949	-0.006104	0.097200	-0.094657	0.038198	0.140950
2.152000	0.122873	0.043428	0.280024	0.308865	-0.003357	0.139162	0.073192	0.267084	0.309931
2.160000	0.126328	0.101195	0.378932	0.412054	-0.007782	0.101015	0.088451	0.396785	0.418887
2.168000	0.254192	0.091657	-0.145762	0.307020	-0.006256	0.280308	0.088451	-0.160169	0.334739
2.176000	0.218045	0.097534	-0.434255	0.495614	-0.008240	0.200198	0.111340	-0.427202	0.484745
2.184000	0.168966	0.040172	0.027024	0.175766	-0.010224	0.173495	0.023601	0.022939	0.176589
2.192000	0.194899	0.088141	0.526286	0.568094	0.042878	0.204013	0.099896	0.526487	0.573401
2.200000	0.209050	0.110460	0.469507	0.525681	-0.011444	0.188754	0.107525	0.480710	0.527515
2.208000	0.177199	0.018003	0.171663	0.247369	-0.003510	0.204013	0.012156	0.145012	0.250594
2.216000	0.028702	-0.107104	0.040282	0.117973	-0.012055	0.001831	-0.094657	0.083976	0.126551
2.224000	-0.095480	-0.201794	0.162666	0.276220	0.012970	-0.074464	-0.216729	0.099235	0.249728
2.232000	-0.234335	-0.212742	0.200101	0.374450	-0.009613	-0.246128	-0.201470	0.282343	0.425308
2.240000	-0.344162	-0.257379	0.070812	0.435552	-0.003510	-0.341497	-0.258691	-0.022838	0.429025
2.248000	-0.288213	-0.185536	0.140420	0.370416	-0.012055	-0.284276	-0.197655	0.236566	0.419337
2.256000	-0.188085	-0.098989	0.261806	0.337220	-0.003662	-0.196536	-0.075583	0.167900	0.269313
2.264000	-0.173425	-0.147307	0.147020	0.270907	0.026856	-0.162203	-0.174767	0.236566	0.335882
2.272000	-0.201116	-0.140503	-0.071524	0.255548	-0.003967	-0.211795	-0.117545	-0.152539	0.286256
2.280000	-0.186985	-0.166914	-0.083450	0.264173	-0.008850	-0.181277	-0.178581	-0.015208	0.254920
2.288000	-0.222285	-0.088704	0.115631	0.265800	-0.006714	-0.219425	-0.090842	0.061087	0.245216
2.296000	-0.203576	0.091091	0.295113	0.369909	0.019989	-0.215610	0.103710	0.335749	0.412276
2.304000	-0.103883	0.082685	0.104902	0.169213	-0.003967	-0.085908	0.065563	0.076346	0.132316
2.312000	-0.082260	0.021158	-0.277913	0.290603	-0.010224	-0.101167	0.038860	-0.251723	0.274061
2.320000	-0.006821	0.036260	-0.087131	0.094621	-0.004883	0.009461	0.019786	-0.122021	0.123977
2.328000	0.083938	0.101335	0.247233	0.280069	-0.009918	0.070497	0.115155	0.289972	0.319866
2.336000	0.038944	0.148619	0.161425	0.222850	0.018158	0.051423	0.138043	0.122123	0.191349
2.344000	0.017688	0.141564	0.187378	0.235507	-0.006867	0.005646	0.149488	0.213677	0.260838
2.352000	0.110082	0.121341	0.384590	0.418032	-0.006714	0.120088	0.115155	0.373897	0.409244
2.360000	0.199114	0.079504	0.462265	0.509565	-0.010071	0.192569	0.084637	0.457822	0.503832
2.368000	0.201807	0.009045	0.302538	0.363782	0.035554	0.204013	0.004527	0.320490	0.379942
2.376000	0.120495	-0.019503	0.010991	0.122557	-0.007324	0.123903	-0.014547	-0.015208	0.125678
2.384000	0.128882	0.049898	0.009148	0.138506	-0.008850	0.120089	0.042674	0.038198	0.133047
2.392000	0.239136	0.097382	0.177392	0.313269	-0.006256	0.249790	0.107525	0.145012	0.308197
2.400000	0.220037	0.115009	0.174079	0.303228	-0.013275	0.211643	0.103710	0.213677	0.318130
2.408000	0.134481	0.072794	0.185635	0.240508	0.006714	0.139162	0.080822	0.137382	0.211594
2.416000	0.061060	-0.141849	0.167967	0.228172	-0.009613	0.059052	-0.140434	0.221307	0.268674
2.424000	-0.056757	-0.225456	-0.010166	0.232713	-0.002441	-0.055390	-0.239617	-0.060985	0.253385
2.432000	-0.155962	-0.209832	0.056629	0.267508	-0.013581	-0.158389	-0.186211	0.099235	0.263835
2.440000	-0.242588	-0.321068	0.310464	0.508253	0.036469	-0.238499	-0.346431	0.274713	0.502358
2.448000	-0.237997	-0.249073	0.219771	0.408631	-0.011139	-0.242313	-0.228173	0.251825	0.417366
2.456000	-0.067857	-0.044576	0.024801	0.084892	-0.002289	-0.066835	-0.060324	0.000051	0.090032
2.464000	0.020412	-0.049631	0.022859	0.058330	-0.010376	0.024720	-0.037435	0.030569	0.054286
2.472000	-0.054669	-0.140703	-0.147541	0.211079	-0.007935	-0.063020	-0.148063	-0.129651	0.206648
2.480000	-0.176002	-0.075267	-0.109855	0.220703	-0.009766	-0.166018	-0.075583	-0.152539	0.237788
2.488000	-0.245460	0.022901	0.333827	0.414988	-0.004273	-0.253758	0.031230	0.389156	0.465629
2.496000	-0.149495	0.056555	0.383665	0.415628	-0.011749	-0.146944	0.042674	0.328120	0.362045
2.504000	-0.014944	0.117952	0.152864	0.193658	-0.005951	-0.009613	0.134229	0.206048	0.246100
2.512000	0.007881	0.131831	0.077452	0.153103	0.044251	-0.005798	0.115155	0.022939	0.117560
2.520000	-0.089241	0.079213	0.039576	0.125718	-0.005493	-0.066835	0.096081	0.099235	0.153447
2.528000	-0.181845	0.075085	0.006813	0.196855	-0.007782	-0.211795	0.057933	-0.060985	0.227887
2.536000	-0.071881	0.129015	0.110859	0.184665	-0.006409	-0.036316	0.145673	0.190789	0.242775
2.544000	0.105072	0.210232	0.289984	0.373267	-0.010071	0.062867	0.195265	0.190789	0.280144
2.552000	0.136778	0.267757	0.277943	0.409456	-0.006256	0.188754	0.279189	0.404415	0.526428
2.560000	0.205585	0.216311	0.249348	0.388883	-0.007782	0.142977	0.210524	0.091605	0.270470
2.568000	0.407803	0.202551	0.171940	0.486717	-0.009155	0.478676	0.202894	0.358638	0.631599
2.576000	0.551601	0.349338	0.152133	0.670407	-0.009155	0.474861	0.351670	-0.053356	0.593305
2.584000	0.387686	0.408852	0.282230	0.630170	0.044556	0.467231	0.405076	0.488340	0.787951
2.592000	0.083456	0.230619	0.087712	0.260467	-0.006561	0.009461	0.237227	-0.099133	0.257281
2.600000	0.103946	0.055597	-0.041075	0.124832	-0.008850	0.162051	0.046489	0.114494	0.203790
2.608000	0.124401	0.041672	0.137121	0.189775	-0.005341	0.085756	0.050304	0.015310	0.100593
2.616000	-0.014761	0.029653	0.360666	0.362183	0.000763	0.009461	0.023601	0.450192	0.450909
2.624000	0.087716	0.019591	0.405625	0.415463	0.018463	0.070497	0.023601	0.343379	0.351334
2.632000	0.221296	0.062512	0.048099	0.234932	-0.012207	0.234531	0.057933	0.091605	0.258365
2.640000	0.158659	-0.010496	-0.071879	0.174498	-0.004425	0.150607	-0.003103	-0.099133	0.180331
2.648000	-0.055859	-0.164933	0.241678	0.297879	-0.014191	-0.055390	-0.174767	0.244195	0.305357
2.656000	-0.405319	-0.321867	0.085011	0.524508	0.052033	-0.394903	-0.312098	0.114494	0.516200
2.664000	-0.556026	-0.470306	-0.130131	0.739789	-0.011749	-0.578012	-0.476132	-0.183057	0.770915
2.672000	-0.480357	-0.436420	0.129810	0.661858	-0.006104	-0.452125	-0.437985	0.183159	0.655587
2.680000	-0.474974	-0.370071	0.106958	0.611550	-0.016632	-0.501717	-0.361690	0.076346	0.623192
2.688000	-0.384504	-0.419767	0.170819	0.594329	0.032807	-0.364385	-0.430355	0.167900	0.588365
2.696000	-0.225627	-0.396286	0.297603	0.544534	-0.012665	-0.238499	-0.388393	0.328120	0.561599
2.704000	-0.196406	-0.343836	-0.148447	0.422889	-0.007935	-0.188907	-0.346431	-0.190687	0.438248
2.712000	-0.166970	-0.252471	-0.273945	0.408248	-0.012360	-0.169833	-0.254877	-0.228834	0.382322
2.720000	-0.064030	-0.042419	0.077269	0.108949	-0.011902	-0.066835	-0.037435	0.022939	0.079966
2.728000	0.019113	0.147300	0.108630	0.184019	0.034333	0.028534	0.141858	0.183159	0.233421
2.736000	0.150466	0.213672	0.226747	0.345991	-0.006256	0.135348	0.218153	0.129753	0.287655
2.744000	0.369415	0.249304	0.425683	0.616300	-0.011597	0.387121	0.248671	0.534117	0.704969
2.752000	0.507425	0.351559	0.207874	0.651371	-0.012818	0.490120	0.344040	0.106864	0.608277
2.760000	0.478982	0.329662	0.074676	0.586240	0.044251	0.493935	0.347855	0.152641	0.623116
2.768000	0.238152	0.312878	0.032822	0.394572	-0.011139	0.226902	0.286819	-0.015208	0.366034
2.776000	0.041270	0.421352	0.086952	0.432205	-0.011597	0.051423	0.447038	0.106864	0.462502
2.784000	0.101842	0.311238	0.404922	0.520771	-0.011444	0.085756	0.294448	0.404415	0.507548
2.792000	0.107698	0.174974	0.453628	0.497988	-0.012360	0.135348	0.180006	0.442563	0.496571
2.800000	0.087270	0.172628	0.184984	0.267648	0.010376	0.047608	0.176191	0.206048	0.275255
2.808000	0.050464	0.167198	0.060663	0.184883	-0.002136	0.097200	0.160932	0.030569	0.190477
2.816000	-0.075834	0.174148	0.080851	0.206434	-0.015412	-0.120241	0.176191	0.114494	0.242095
2.824000	-0.064047	0.060877	-0.121274	0.150051	-0.007477	-0.032502	0.069378	-0.152539	0.170698
2.832000	-0.142496	-0.038522	-0.190696	0.241152	0.049287	-0.154574	-0.060324	-0.160169	0.230621
2.840000	-0.228071	-0.108562	0.267487	0.367901	-0.006409	-0.234684	-0.075583	0.228936	0.336454
2.848000	-0.179989	-0.209256	0.454384	0.531647	-0.012512	-0.162203	-0.247247	0.503599	0.583997
2.856000	-0.231102	-0.141766	0.111492	0.293148	-0.006867	-0.249943	-0.106101	0.061087	0.278317
2.864000	-0.174267	-0.103577	0.049736	0.208737	-0.017548	-0.162203	-0.132804	0.091605	0.228776
2.872000	-0.098150	-0.193944	0.178369	0.281182	-0.002441	-0.101167	-0.170952	0.145012	0.245943
2.880000	-0.166269	-0.217792	0.098550	0.291189	-0.011292	-0.169833	-0.235803	0.129753	0.318248
2.888000	-0.252290	-0.229296	0.208426	0.399585	-0.006104	-0.246128	-0.216729	0.175530	0.371969
2.896000	-0.404964	-0.227651	0.306470	0.556547	-0.012665	-0.410163	-0.231988	0.335749	0.578601
2.904000	-0.444317	-0.071947	0.149040	0.474137	0.056764	-0.440681	-0.079398	0.137382	0.468377
2.912000	-0.176992	0.068327	0.196382	0.273058	-0.011749	-0.181277	0.088451	0.175530	0.267387
2.920000	0.164446	0.190095	0.077467	0.263020	-0.005188	0.169680	0.160932	0.137382	0.271227
2.928000	0.376115	0.328822	-0.098817	0.509265	-0.012970	0.371862	0.359299	-0.190687	0.551125
2.936000	0.371452	0.244993	0.114500	0.459465	-0.010986	0.371862	0.221968	0.221307	0.486341
2.944000	0.199106	0.187890	0.265063	0.381056	-0.009003	0.207828	0.199079	0.160271	0.329411
2.952000	0.207190	0.219581	0.336575	0.452136	-0.009003	0.184939	0.218153	0.427303	0.514181
2.960000	0.254087	0.186019	0.185424	0.365438	-0.010681	0.287938	0.183820	0.114494	0.360287
2.968000	0.195465	0.287260	0.058448	0.352336	-0.010681	0.158236	0.286819	0.114494	0.347005
2.976000	0.318103	0.353916	0.284744	0.554550	0.054017	0.348974	0.359299	0.228936	0.550718
2.984000	0.428601	0.222930	0.243447	0.540983	-0.008850	0.410010	0.214338	0.312861	0.558508
2.992000	0.329556	0.104979	0.147893	0.376165	-0.004578	0.333715	0.115155	0.061087	0.358271
3.000000	0.021496	0.088609	0.177167	0.199253	-0.014191	0.032349	0.077007	0.274713	0.287131
3.008000	-0.250673	0.091275	0.080756	0.278729	-0.007477	-0.272831	0.103710	-0.015208	0.292274
3.016000	-0.203364	0.069742	0.116395	0.244476	-0.012055	-0.177462	0.057933	0.198418	0.272432
3.024000	-0.099762	0.033241	0.061076	0.121605	-0.004273	-0.124056	0.042674	0.000051	0.131191
3.032000	-0.046157	-0.013290	-0.086452	0.098899	-0.011292	-0.024872	-0.018362	-0.045726	0.055197
3.040000	-0.047139	-0.055101	0.092939	0.117881	-0.008087	-0.066835	-0.056509	0.068716	0.111275
3.048000	-0.183705	-0.157313	0.343880	0.420414	0.043030	-0.162203	-0.148063	0.351008	0.414053
3.056000	-0.247365	-0.223709	0.185971	0.381864	-0.004578	-0.272831	-0.239618	0.198418	0.413791
3.064000	-0.262454	-0.200762	-0.101681	0.345726	-0.012207	-0.234684	-0.182396	-0.129651	0.324275
3.072000	-0.350162	-0.239009	-0.080402	0.431513	-0.007782	-0.375830	-0.254877	-0.045726	0.456400
3.080000	-0.330732	-0.234834	0.148285	0.431879	0.014191	-0.310979	-0.224358	0.114494	0.400192
3.088000	-0.233192	-0.158250	0.341292	0.442608	-0.005646	-0.246128	-0.163322	0.366267	0.470537
3.096000	-0.169410	-0.080810	0.010652	0.187998	-0.010986	-0.162203	-0.079398	0.000051	0.180593
3.104000	-0.113401	-0.029056	-0.309510	0.330909	-0.004273	-0.116426	-0.029806	-0.305130	0.327944
3.112000	-0.071150	-0.094464	0.139657	0.183002	-0.014649	-0.070649	-0.090842	0.122123	0.167802
3.120000	-0.051803	-0.045714	0.332415	0.339519	0.036927	-0.051575	-0.052694	0.373897	0.381098
3.128000	-0.033826	0.136428	0.224660	0.265007	-0.008850	-0.032502	0.141858	0.167900	0.222195
3.136000	0.067800	0.142884	0.452156	0.479018	-0.007782	0.062867	0.145673	0.503599	0.528000
3.144000	0.161265	0.163384	0.393815	0.455841	-0.010376	0.169680	0.149488	0.366267	0.430453
3.152000	0.178999	0.260299	0.210283	0.379493	0.033265	0.169680	0.283004	0.206048	0.389022
3.160000	0.216091	0.248735	0.058430	0.334631	-0.011139	0.223087	0.221968	0.091605	0.327764
3.168000	0.240554	0.244587	-0.109360	0.360068	-0.007477	0.238346	0.271560	-0.160169	0.395231
3.176000	0.257477	0.221060	0.121725	0.360526	-0.007935	0.253605	0.195265	0.175530	0.365040
3.184000	0.198570	0.146721	0.277624	0.371527	-0.013733	0.207828	0.172376	0.228936	0.354002
3.192000	0.066414	0.149986	0.206265	0.263538	0.044709	0.055238	0.122784	0.251825	0.285557
3.200000	0.016172	0.147458	0.292753	0.328192	-0.010681	0.024720	0.176191	0.244195	0.302135
3.208000	0.000554	0.089917	0.341403	0.353046	-0.005341	-0.001984	0.061748	0.396785	0.401566
3.216000	0.025997	0.093706	0.094980	0.135933	-0.013275	0.020905	0.118970	0.030569	0.124600
3.224000	0.054594	0.102512	-0.148797	0.188758	0.048219	0.066682	0.080822	-0.068615	0.125246
3.232000	0.052318	0.039047	0.127731	0.143447	-0.012055	0.036164	0.057933	0.022939	0.072044
3.240000	0.009456	-0.039708	0.390192	0.392322	-0.004730	0.024720	-0.056509	0.518858	0.522511
3.248000	-0.157807	-0.083265	0.202231	0.269691	-0.012970	-0.166018	-0.067954	0.061087	0.189503
3.256000	-0.243138	-0.087477	0.101822	0.277734	-0.009918	-0.246128	-0.102286	0.244195	0.361487
3.264000	-0.214739	-0.053066	0.243619	0.329058	-0.000916	-0.200351	-0.037435	0.106864	0.230134
3.272000	-0.131533	0.011283	0.334106	0.359242	-0.005035	-0.154574	-0.006917	0.457822	0.483261
3.280000	-0.043348	-0.009607	0.276036	0.279584	-0.011597	-0.017243	0.012156	0.175530	0.176793
3.288000	-0.200279	-0.074642	0.230358	0.314242	-0.007172	-0.223239	-0.098472	0.297602	0.384837
3.296000	-0.405220	-0.052715	0.012664	0.408831	0.048524	-0.387274	-0.029806	-0.015208	0.388717
3.304000	-0.327576	-0.010106	-0.090693	0.340049	-0.004120	-0.341497	-0.029806	-0.099133	0.356841
3.312000	-0.139849	0.023553	-0.029850	0.144925	-0.010986	-0.131685	0.038860	0.000051	0.137299
3.320000	-0.087152	0.056900	-0.101092	0.145095	-0.008545	-0.085908	0.046489	-0.129651	0.162329
3.328000	0.005754	0.094251	0.306337	0.320560	-0.013581	-0.005798	0.099896	0.312861	0.328473
3.336000	0.189197	0.158552	0.491682	0.550168	-0.006104	0.207828	0.157117	0.511228	0.573788
3.344000	0.240647	0.212980	0.022439	0.322141	-0.012055	0.219272	0.210524	-0.007579	0.304069
3.352000	0.152433	0.185575	-0.082342	0.253878	-0.008087	0.173495	0.191450	-0.060985	0.265467
3.360000	0.057390	0.126285	0.018410	0.139930	-0.012055	0.039979	0.118970	0.015310	0.126437
3.368000	0.060663	0.154883	0.047103	0.172879	0.056153	0.070497	0.160932	0.030569	0.178335
3.376000	0.047788	0.183651	0.111410	0.220053	-0.005035	0.047608	0.180006	0.145012	0.236002
3.384000	0.051860	0.113604	0.288689	0.314542	-0.010224	0.043793	0.115155	0.244195	0.273514
3.392000	0.165232	0.068121	0.490357	0.521912	-0.008240	0.177310	0.069378	0.534117	0.567038
3.400000	0.185788	0.102630	0.319347	0.383448	-0.008087	0.173495	0.096081	0.289972	0.351306
3.408000	0.135160	0.040589	0.122195	0.186674	-0.005493	0.146792	0.054119	0.129753	0.203254
3.416000	0.086753	-0.071914	0.062902	0.129051	-0.012360	0.074311	-0.090842	0.076346	0.140011
3.424000	0.020138	-0.088544	0.043600	0.100729	-0.004273	0.036164	-0.067954	0.015310	0.078485
3.432000	-0.002100	-0.094801	0.255132	0.272184	-0.015869	-0.024872	-0.113731	0.289972	0.312470
3.440000	-0.124305	-0.060709	0.357337	0.383181	0.055848	-0.093538	-0.045065	0.320490	0.336889
3.448000	-0.214901	-0.005388	0.136069	0.254414	-0.010834	-0.249943	-0.018362	0.175530	0.305973
3.456000	-0.094176	-0.087198	-0.050028	0.137751	-0.006867	-0.063020	-0.075583	-0.091503	0.134377
3.464000	-0.096055	-0.192226	0.013370	0.215305	-0.012818	-0.116426	-0.201470	0.053457	0.238753
3.472000	-0.170411	-0.171068	0.211669	0.321104	0.015869	-0.162203	-0.167137	0.175530	0.291643
3.480000	-0.212219	-0.170111	0.419833	0.500234	-0.013428	-0.211795	-0.167137	0.450192	0.524848
3.488000	-0.308240	-0.185390	0.398639	0.536930	-0.004730	-0.310979	-0.193840	0.373897	0.523527
3.496000	-0.290682	-0.150607	0.038370	0.329622	-0.012360	-0.291905	-0.140434	0.061087	0.329639
3.504000	-0.307456	-0.159547	-0.184729	0.392567	-0.010224	-0.299535	-0.167137	-0.205946	0.400087
3.512000	-0.356057	-0.097123	-0.090137	0.379913	0.043488	-0.368200	-0.094657	-0.076244	0.387743
3.520000	-0.200181	0.014065	0.030203	0.202935	-0.005951	-0.188907	0.015971	0.030569	0.192029
3.528000	0.023919	0.061166	0.187207	0.198393	-0.012665	0.017090	0.057933	0.167900	0.178434
3.536000	0.154381	0.102587	0.205582	0.276806	-0.007935	0.154421	0.103710	0.244195	0.306974
3.544000	0.164139	0.084879	0.059985	0.194279	0.024720	0.173495	0.088451	0.007680	0.194893
3.552000	0.215902	0.070471	0.056416	0.234014	-0.009155	0.196384	0.061748	0.114494	0.235559
3.560000	0.337129	0.129580	0.217045	0.421373	-0.006561	0.364233	0.141858	0.160271	0.422464
3.568000	0.398557	0.156007	0.327283	0.538795	-0.011444	0.368048	0.141858	0.373897	0.543490
3.576000	0.312749	0.145556	0.193480	0.395516	-0.010071	0.341344	0.160932	0.167900	0.413044
3.584000	0.131141	0.131736	0.343715	0.390759	0.028840	0.112459	0.115155	0.343379	0.379232
3.592000	0.217716	0.086011	0.510174	0.561316	-0.007630	0.219272	0.103710	0.526487	0.579676
3.600000	0.367622	0.018943	0.064984	0.373801	-0.011749	0.383307	0.000712	0.053457	0.387017
3.608000	0.212696	-0.070245	-0.030871	0.226113	-0.006561	0.184939	-0.052694	-0.038097	0.196037
3.616000	-0.094356	-0.137345	0.244359	0.295767	0.039368	-0.059205	-0.151878	0.267084	0.312899
3.624000	-0.221203	-0.061600	0.193628	0.300362	-0.005493	-0.257572	-0.052694	0.167900	0.311947
3.632000	-0.003329	-0.010953	0.172127	0.172508	-0.011749	0.024720	-0.014547	0.190789	0.192933
3.640000	0.054233	-0.104356	0.168293	0.205314	-0.010071	0.039979	-0.102286	0.160271	0.194287
3.648000	-0.082557	-0.109819	0.024255	0.139514	-0.014954	-0.078279	-0.113731	0.022939	0.139959
3.656000	-0.063685	-0.115065	-0.046694	0.139557	0.011902	-0.066835	-0.109916	-0.038097	0.134163
3.664000	-0.186182	-0.218609	-0.007814	0.287254	-0.013428	-0.177462	-0.220544	-0.022838	0.283997
3.672000	-0.327310	-0.131339	0.101173	0.366903	-0.005188	-0.341497	-0.136619	0.122123	0.387555
3.680000	-0.207210	0.031119	0.293229	0.360400	-0.015259	-0.192721	0.042674	0.267084	0.332109
3.688000	-0.064152	0.082116	0.497042	0.507848	0.058442	-0.074464	0.069378	0.526487	0.536234
3.696000	0.035726	0.133868	0.451463	0.472246	-0.010681	0.039979	0.141858	0.419674	0.444801
3.704000	0.053838	0.053313	0.093436	0.120296	-0.006714	0.055238	0.054119	0.129753	0.151049
3.712000	-0.032144	-0.028598	-0.165051	0.170566	-0.014801	-0.036316	-0.037435	-0.205946	0.212448
3.720000	-0.093002	0.057657	0.003373	0.109476	-0.008850	-0.089723	0.069378	0.045828	0.122326
3.728000	-0.185106	0.105326	0.213727	0.301724	-0.011444	-0.185092	0.096081	0.167900	0.267733
3.736000	-0.201541	0.153191	0.126807	0.283137	-0.007477	-0.204166	0.157117	0.183159	0.316096
3.744000	0.030149	0.186505	0.177644	0.259326	-0.009918	0.032349	0.187635	0.106864	0.218342
3.752000	0.239645	0.111221	0.293665	0.395018	-0.012818	0.238346	0.107525	0.373897	0.456256
3.760000	0.216133	0.072808	0.230376	0.324172	0.063020	0.219272	0.077007	0.152641	0.278046
3.768000	0.153244	0.089121	0.235822	0.295023	-0.008087	0.146792	0.084637	0.297602	0.342459
3.776000	0.190825	0.105744	0.164971	0.273517	-0.009613	0.200198	0.111340	0.129753	0.263271
3.784000	0.269665	0.104256	0.209044	0.356774	-0.011292	0.257420	0.096081	0.213677	0.348072
3.792000	0.227887	0.045299	0.262243	0.350365	-0.008240	0.242161	0.057933	0.282343	0.376451
3.800000	0.094486	-0.007746	0.068966	0.117234	-0.014191	0.081941	-0.025991	0.038198	0.094069
3.808000	0.113556	-0.079809	0.177972	0.225695	-0.005493	0.120089	-0.056509	0.206048	0.245092
3.816000	0.120333	-0.122784	0.409967	0.444554	-0.013581	0.120089	-0.148063	0.389156	0.433343
3.824000	0.022413	-0.025468	0.419026	0.420397	-0.010834	0.020905	-0.003103	0.434933	0.435446
3.832000	0.042569	-0.005786	0.312870	0.315806	0.058747	0.039979	-0.022176	0.297602	0.301093
3.840000	-0.003692	-0.124660	0.109945	0.166257	-0.006867	0.005646	-0.113731	0.129753	0.172633
3.848000	-0.159683	-0.198442	0.111281	0.277959	-0.013581	-0.173648	-0.205285	0.083976	0.281686
3.856000	-0.290328	-0.231084	0.137689	0.395788	-0.006104	-0.276646	-0.228173	0.167900	0.395963
3.864000	-0.459478	-0.252856	-0.054551	0.527288	-0.000916	-0.467384	-0.251062	-0.076244	0.535997
3.872000	-0.519193	-0.194376	-0.017797	0.554671	-0.006409	-0.520790	-0.201470	-0.015208	0.558609
3.880000	-0.433426	-0.128776	0.094892	0.462002	-0.011292	-0.421607	-0.117545	0.114494	0.452413
3.888000	-0.221940	-0.146866	0.030905	0.267922	-0.007019	-0.242313	-0.159508	-0.007579	0.290200
3.896000	-0.048148	-0.095681	0.053481	0.119722	-0.015717	-0.024872	-0.083213	0.106864	0.137706
3.904000	-0.061884	0.025696	0.120470	0.137852	0.055238	-0.078279	0.012156	0.053457	0.095567
3.912000	0.058228	0.056306	0.049223	0.094782	-0.014191	0.059052	0.073192	0.129753	0.160250
3.920000	0.156448	0.108958	0.090333	0.210969	-0.006714	0.173495	0.088451	0.000051	0.194741
3.928000	0.195385	0.159134	0.336435	0.420343	-0.013733	0.165866	0.180006	0.427304	0.492445
3.936000	0.321851	0.062274	0.432855	0.542982	0.024109	0.352789	0.046489	0.351008	0.499828
3.944000	0.156824	-0.002119	0.330618	0.365933	-0.009461	0.135348	0.004527	0.396785	0.419259
3.952000	-0.018252	0.012301	0.083836	0.086677	-0.007935	-0.009613	0.015971	0.038198	0.042504
3.960000	0.055417	0.112617	0.103727	0.162828	-0.009155	0.055238	0.099896	0.129753	0.172818
3.968000	0.099308	0.220110	0.406636	0.472931	-0.011902	0.097200	0.237227	0.389156	0.466012
3.976000	0.150673	0.088514	0.328408	0.372006	0.052338	0.150607	0.073192	0.351008	0.388904
3.984000	0.188225	-0.048562	0.200838	0.279505	-0.010834	0.192569	-0.037435	0.167900	0.258214
3.992000	0.174413	-0.028329	0.190721	0.259994	-0.006104	0.165866	-0.037435	0.228936	0.285175
4.000000	0.161995	0.009308	0.085814	0.183557	-0.014496	0.173495	0.019786	0.053457	0.182619
4.008000	0.151764	0.095385	0.221205	0.284714	0.041199	0.139162	0.080822	0.236566	0.286115
4.016000	0.192232	0.115164	0.359839	0.423910	-0.011749	0.204013	0.134229	0.366267	0.440216
4.024000	0.297290	-0.016081	0.331162	0.445318	-0.007324	0.287938	-0.037435	0.305231	0.421279
4.032000	0.303352	-0.214514	0.296012	0.475038	-0.013275	0.307012	-0.193840	0.335749	0.494528
4.040000	-0.000778	-0.432763	0.214572	0.483038	-0.008087	0.005646	-0.449429	0.167900	0.479801
4.048000	-0.347669	-0.475309	0.121522	0.601299	0.014801	-0.364385	-0.464688	0.167900	0.613924
4.056000	-0.467557	-0.276314	0.046243	0.545066	-0.005341	-0.444495	-0.281580	0.007680	0.526234
4.064000	-0.370496	-0.083066	0.053028	0.383379	-0.011749	-0.394904	-0.083213	0.076346	0.410733
4.072000	-0.105181	-0.071295	-0.095055	0.158686	-0.009003	-0.085908	-0.064139	-0.099133	0.146018
4.080000	-0.000331	-0.077305	-0.119643	0.142445	0.047913	-0.009613	-0.090842	-0.129651	0.158600
4.088000	-0.043791	-0.038125	0.219570	0.227117	-0.004425	-0.043946	-0.022176	0.228936	0.234168
4.096000	-0.045737	-0.058856	0.201143	0.214509	-0.014496	-0.040131	-0.071768	0.206048	0.221849
4.104000	-0.034084	-0.004897	0.127220	0.131797	-0.006104	-0.040131	0.000712	0.106864	0.114153
4.112000	0.034909	0.036540	0.356366	0.359931	-0.016938	0.036164	0.038860	0.381526	0.385202
4.120000	0.006480	-0.015019	0.247520	0.248060	-0.001221	0.013275	-0.022176	0.228936	0.230391
4.128000	-0.049385	0.000485	0.104128	0.115246	-0.010834	-0.063020	0.008342	0.114494	0.130957
4.136000	0.020448	0.033112	0.352266	0.354409	-0.008087	0.036164	0.027415	0.343379	0.346365
4.144000	0.075614	0.067039	0.325341	0.340674	-0.012360	0.062867	0.069378	0.335749	0.348559
4.152000	0.144300	0.095424	-0.018579	0.173992	0.061799	0.150607	0.096081	-0.022838	0.180098
4.160000	0.179927	0.090416	0.064964	0.211587	-0.010376	0.181125	0.088451	0.053457	0.208537
4.168000	0.165268	0.079947	0.270416	0.326848	-0.010224	0.158236	0.080822	0.297602	0.346609
4.176000	0.186770	0.088979	0.247255	0.322390	-0.008392	0.196384	0.092266	0.213677	0.304528
4.184000	0.174955	0.183123	0.329565	0.415639	-0.013733	0.165866	0.172376	0.358638	0.431099
