Time Fxf Fyf Fzf Ftf	
4.272000 -0.256741 -0.353142 0.011479 0.436757
4.280000 -0.287977 -0.283291 -0.029053 0.405005
4.288000 -0.226708 -0.177695 0.033718 0.290015
4.296000 -0.154681 -0.133493 0.075790 0.217924
4.304000 -0.115637 -0.140378 -0.018071 0.182769
4.312000 -0.052044 -0.175191 -0.023008 0.184200
4.320000 -0.032671 -0.193539 0.144694 0.243846
4.328000 -0.048214 -0.143205 0.302503 0.338142
4.336000 0.011127 -0.060408 0.256816 0.264059
4.344000 0.122287 0.019766 0.069756 0.142165
4.352000 0.242517 0.069673 0.033659 0.254562
4.360000 0.284854 0.069450 0.212296 0.361987
4.368000 0.201638 0.071485 0.407286 0.460054
4.376000 0.103869 0.079739 0.454302 0.472798
4.384000 0.094880 0.083967 0.332552 0.355870
4.392000 0.191701 0.097014 0.170700 0.274408
4.400000 0.291207 0.079746 0.095931 0.316802
4.408000 0.284776 0.029014 0.096363 0.302035
4.416000 0.209685 -0.001676 0.126124 0.244700
4.424000 0.133038 -0.017657 0.161688 0.210128
4.432000 0.043869 -0.041395 0.182021 0.191754
4.440000 -0.102269 -0.039971 0.166948 0.199820
4.448000 -0.223337 -0.028414 0.122262 0.256193
4.456000 -0.228802 -0.032872 0.081906 0.245234
4.464000 -0.169987 -0.043689 0.155153 0.234258
4.472000 -0.115977 -0.071046 0.247191 0.282138
4.480000 -0.107314 -0.075941 0.195138 0.235292
4.488000 -0.111854 -0.032666 0.100390 0.153807
4.496000 -0.092821 0.010641 0.041592 0.102269
4.504000 -0.051513 0.006807 0.088333 0.102483
4.512000 -0.008267 -0.074415 0.211271 0.224146
4.520000 -0.012139 -0.148966 0.318696 0.352002
4.528000 -0.035235 -0.103292 0.370335 0.386081
4.536000 0.004955 0.000086 0.251890 0.251939
4.544000 0.082990 0.054330 0.016853 0.100613
4.552000 0.134319 0.055830 -0.051574 0.154333
4.560000 0.183337 0.051220 0.113358 0.221553
4.568000 0.241835 0.075104 0.302297 0.394345
4.576000 0.260535 0.099110 0.399979 0.487529
4.584000 0.257474 0.098671 0.300399 0.407760
4.592000 0.256118 0.119452 0.050538 0.287088
4.600000 0.214287 0.125591 -0.052837 0.253936
4.608000 0.136053 0.100372 0.037873 0.173261
4.616000 0.050085 0.089968 0.177786 0.205452
4.624000 -0.047842 0.037757 0.269245 0.276056
4.632000 -0.148287 -0.019071 0.190635 0.242269
4.640000 -0.171842 -0.008967 0.047916 0.178622
4.648000 -0.139234 -0.032947 0.088779 0.168385
4.656000 -0.133771 -0.095278 0.219718 0.274315
4.664000 -0.133864 -0.087969 0.241942 0.290162
4.672000 -0.112742 -0.050622 0.194078 0.230086
4.680000 -0.066013 -0.037784 0.189196 0.203913
4.688000 -0.053069 -0.035778 0.194099 0.204379
4.696000 -0.086562 -0.041559 0.124011 0.156840
4.704000 -0.081082 -0.056940 0.112627 0.150004
4.712000 -0.044159 -0.085725 0.221141 0.241251
4.720000 -0.013846 -0.103660 0.265181 0.285058
4.728000 0.003459 -0.075345 0.190728 0.205100
4.736000 0.041734 -0.009981 0.055085 0.069826
4.744000 0.134613 0.019418 -0.029953 0.139265
4.752000 0.204640 0.007731 0.078955 0.219480
4.760000 0.234859 0.036380 0.328318 0.405308
4.768000 0.304919 0.106538 0.465205 0.566341
4.776000 0.369226 0.146009 0.357165 0.534053
4.784000 0.321883 0.106944 0.143991 0.368482
4.792000 0.203165 0.049805 0.017715 0.209929
4.800000 0.087724 0.066121 0.084885 0.138827
4.808000 0.033485 0.099789 0.239641 0.261738
4.816000 0.044245 0.070815 0.252758 0.266194
4.824000 0.009716 -0.002444 0.176280 0.176564
4.832000 -0.046529 -0.055224 0.182445 0.196216
4.840000 -0.064483 -0.038365 0.166392 0.182527
4.848000 -0.068610 -0.020739 0.103426 0.125835
4.856000 -0.038991 -0.047402 0.111494 0.127272
4.864000 -0.062892 -0.087433 0.263550 0.284708
4.872000 -0.171801 -0.140067 0.424351 0.478757
4.880000 -0.252945 -0.181279 0.256069 0.403006
4.888000 -0.308806 -0.187735 -0.076811 0.369466
4.896000 -0.297080 -0.182272 -0.071414 0.355780
4.904000 -0.179346 -0.202600 0.262148 0.376740
4.912000 -0.060878 -0.198747 0.382890 0.435673
4.920000 0.064869 -0.139887 0.190129 0.244797
4.928000 0.193547 -0.123335 0.154820 0.276841
4.936000 0.204338 -0.168216 0.424532 0.500278
4.944000 0.195575 -0.187337 0.608039 0.665625
4.952000 0.250639 -0.152492 0.480497 0.562984
4.960000 0.272793 -0.107068 0.346324 0.453674
4.968000 0.268846 -0.062050 0.303748 0.410355
4.976000 0.234685 -0.041052 0.215058 0.320955
4.984000 0.145989 -0.102866 0.109981 0.209738
4.992000 0.061973 -0.212376 0.042526 0.225284
5.000000 0.009468 -0.245833 0.109653 0.269346
5.008000 -0.013143 -0.175997 0.322843 0.367934
5.016000 0.032417 -0.114756 0.371944 0.390592
5.024000 0.109757 -0.115059 0.123032 0.201052
5.032000 0.103069 -0.156672 -0.038306 0.191407
5.040000 -0.047358 -0.199064 0.031107 0.206971
5.048000 -0.244573 -0.166644 0.057933 0.301567
5.056000 -0.304451 -0.089241 0.045980 0.320575
5.064000 -0.190973 -0.051032 0.098079 0.220668
5.072000 -0.052789 -0.079753 0.173551 0.198159
5.080000 -0.070979 -0.178826 0.187486 0.268641
5.088000 -0.218068 -0.255837 0.098727 0.350362
5.096000 -0.263641 -0.214440 0.053493 0.344025
5.104000 -0.201364 -0.101874 0.127989 0.259436
5.112000 -0.170591 -0.006138 0.147645 0.225695
5.120000 -0.104090 0.054503 0.011942 0.118102
5.128000 0.019810 0.097450 0.008762 0.099829
5.136000 0.109662 0.153323 0.217160 0.287562
5.144000 0.142186 0.209822 0.296608 0.390152
5.152000 0.120462 0.214857 0.167181 0.297698
5.160000 0.110361 0.206359 0.134027 0.269679
5.168000 0.183295 0.246286 0.233817 0.385907
5.176000 0.234747 0.271353 0.248124 0.436239
5.184000 0.203940 0.230680 0.206671 0.370834
5.192000 0.170855 0.134705 0.125291 0.251067
5.200000 0.144645 0.023890 0.023782 0.148521
5.208000 0.081336 -0.018615 0.067106 0.107076
5.216000 -0.030443 -0.039326 0.178980 0.185761
5.224000 -0.107850 -0.089179 0.160887 0.213235
5.232000 -0.096504 -0.116955 0.102635 0.183100
5.240000 -0.029106 -0.096728 0.090812 0.135832
5.248000 0.025256 -0.081595 0.113637 0.142158
5.256000 -0.022344 -0.134780 0.169150 0.217432
5.264000 -0.139614 -0.219746 0.144886 0.297947
5.272000 -0.236530 -0.279900 0.116706 0.384591
5.280000 -0.301892 -0.287798 0.216633 0.469996
5.288000 -0.351583 -0.251790 0.230537 0.490058
5.296000 -0.359053 -0.179118 0.056945 0.405272
5.304000 -0.260006 -0.063820 -0.008175 0.267849
5.312000 -0.058699 0.031716 0.145417 0.159992
5.320000 0.099013 0.023742 0.252293 0.272064
5.328000 0.105511 -0.039168 0.195772 0.225817
5.336000 0.073896 -0.007662 0.116273 0.137981
5.344000 0.088682 0.089679 0.092121 0.156183
5.352000 0.075853 0.106555 0.084031 0.155463
5.360000 0.022003 0.063605 0.136968 0.152610
5.368000 0.002289 0.048746 0.236342 0.241327
5.376000 0.085806 0.074401 0.269440 0.292398
5.384000 0.230193 0.107996 0.257194 0.361664
5.392000 0.299000 0.096905 0.233978 0.391838
5.400000 0.237278 0.022453 0.189588 0.304546
5.408000 0.112673 -0.058045 0.167181 0.209795
5.416000 -0.005289 -0.126999 0.181714 0.221758
5.424000 -0.137063 -0.223022 0.151298 0.302351
5.432000 -0.287786 -0.277470 0.079098 0.407513
5.440000 -0.340067 -0.233752 0.033159 0.413987
5.448000 -0.229243 -0.155927 0.008455 0.277375
5.456000 -0.127158 -0.115054 0.007842 0.171663
5.464000 -0.151199 -0.115346 0.012261 0.190568
5.472000 -0.188919 -0.136232 -0.018820 0.233675
5.480000 -0.197376 -0.145091 0.015714 0.245470
5.488000 -0.202284 -0.091165 0.181445 0.286622
5.496000 -0.178333 0.012046 0.353191 0.395843
5.504000 -0.122137 0.082156 0.414875 0.440214
5.512000 -0.065591 0.045448 0.327322 0.336909
5.520000 -0.059360 -0.023653 0.155645 0.168251
5.528000 -0.117281 -0.020037 0.077386 0.141933
5.536000 -0.142449 0.020441 0.150121 0.207956
5.544000 -0.087141 0.051624 0.203792 0.227574
5.552000 0.018808 0.094203 0.187330 0.210525
5.560000 0.148527 0.137703 0.181957 0.272270
5.568000 0.213572 0.140955 0.198526 0.323873
5.576000 0.249642 0.145767 0.218445 0.362336
5.584000 0.340416 0.153509 0.149358 0.402189
5.592000 0.372651 0.108372 0.037491 0.389896
5.600000 0.251457 0.030236 0.081573 0.266081
5.608000 0.063462 -0.049149 0.288194 0.299164
5.616000 -0.046719 -0.077597 0.439519 0.448755
5.624000 -0.035540 -0.050052 0.318258 0.324124
5.632000 -0.000211 -0.058968 0.008932 0.059641
5.640000 0.001285 -0.114677 -0.142835 0.183178
5.648000 -0.043855 -0.170153 0.007198 0.175861
5.656000 -0.145492 -0.200775 0.260872 0.359907
5.664000 -0.231614 -0.180115 0.321379 0.435168
5.672000 -0.281588 -0.147835 0.231571 0.393411
5.680000 -0.307305 -0.138106 0.164389 0.374878
5.688000 -0.278093 -0.115300 0.047348 0.304749
5.696000 -0.204914 -0.081986 -0.022413 0.221842
5.704000 -0.125361 -0.069839 0.098986 0.174330
5.712000 -0.056744 -0.057013 0.271966 0.283612
5.720000 -0.000573 -0.030190 0.240882 0.242767
5.728000 0.040146 0.014336 0.106753 0.114950
5.736000 0.086079 0.096989 0.147135 0.196125
5.744000 0.171710 0.178223 0.194242 0.314608
5.752000 0.261161 0.204012 0.170804 0.372827
5.760000 0.259344 0.175578 0.297003 0.431622
5.768000 0.228381 0.157736 0.404581 0.490637
5.776000 0.273088 0.188816 0.280054 0.434349
5.784000 0.300877 0.197309 0.084342 0.369556
5.792000 0.226879 0.121081 0.018665 0.257843
5.800000 0.092850 0.021544 0.116658 0.150647
5.808000 -0.028151 -0.023332 0.281975 0.284336
5.816000 -0.073175 -0.015184 0.376540 0.383885
5.824000 -0.018800 -0.026862 0.256712 0.258797
5.832000 0.046448 -0.095279 0.051602 0.117891
5.840000 0.045968 -0.153374 -0.033263 0.163533
5.848000 -0.005518 -0.168999 0.032197 0.172127
5.856000 -0.107596 -0.183209 0.207590 0.297046
5.864000 -0.231655 -0.222705 0.312320 0.448113
5.872000 -0.320838 -0.240433 0.222263 0.458416
5.880000 -0.360718 -0.194537 0.043306 0.412114
5.888000 -0.345875 -0.110983 -0.036139 0.365038
5.896000 -0.259565 -0.060631 0.063937 0.274113
5.904000 -0.116597 -0.049482 0.193319 0.231118
5.912000 0.021057 0.002271 0.223451 0.224452
5.920000 0.074483 0.072834 0.201628 0.226950
5.928000 0.044255 0.102583 0.160978 0.195949
5.936000 -0.001270 0.097282 0.142332 0.172406
5.944000 -0.054268 0.099684 0.159002 0.195355
5.952000 -0.102007 0.154829 0.195541 0.269469
5.960000 -0.057241 0.227795 0.261230 0.351295
5.968000 0.048609 0.274379 0.263495 0.383505
5.976000 0.126278 0.289992 0.213476 0.381593
5.984000 0.188810 0.255988 0.157202 0.354812
5.992000 0.193772 0.182605 0.124148 0.293777
6.000000 0.087855 0.101098 0.213394 0.251945
6.008000 -0.041751 0.056971 0.293844 0.302214
6.016000 -0.073438 0.071875 0.257428 0.277179
6.024000 -0.043558 0.075462 0.157986 0.180420
6.032000 -0.031268 0.001344 0.046812 0.056310
6.040000 -0.039925 -0.112449 0.025559 0.122033
6.048000 -0.101489 -0.186398 0.204420 0.294672
6.056000 -0.173052 -0.206852 0.332654 0.428245
6.064000 -0.226078 -0.187078 0.127367 0.319893
6.072000 -0.278393 -0.164613 -0.092803 0.336471
6.080000 -0.236755 -0.152619 -0.116122 0.304680
6.088000 -0.140882 -0.104339 -0.074626 0.190535
6.096000 -0.123419 -0.060594 0.076506 0.157344
6.104000 -0.145462 -0.054909 0.291927 0.330750
6.112000 -0.121405 -0.029125 0.330867 0.353639
6.120000 -0.014918 0.017833 0.158663 0.160357
6.128000 0.074874 0.063373 -0.004220 0.098184
6.136000 0.063525 0.129788 -0.003341 0.144539
6.144000 0.102302 0.206393 0.188635 0.297737
6.152000 0.240441 0.243514 0.491596 0.598981
6.160000 0.325103 0.209243 0.599248 0.713143
6.168000 0.290226 0.135143 0.419038 0.527340
6.176000 0.207873 0.089474 0.278383 0.358767
6.184000 0.156566 0.045934 0.251859 0.300093
6.192000 0.142312 -0.014878 0.107774 0.179135
6.200000 0.107382 -0.026657 -0.008007 0.110931
6.208000 0.062864 0.000165 0.159480 0.171423
6.216000 0.077578 0.009961 0.302391 0.312343
6.224000 0.075232 -0.018870 0.179026 0.195106
6.232000 0.012553 -0.093171 0.045774 0.104565
6.240000 -0.042926 -0.150938 0.029477 0.159668
6.248000 -0.096330 -0.120162 0.097859 0.182468
6.256000 -0.147587 -0.081782 0.182781 0.248755
6.264000 -0.189157 -0.117562 0.137317 0.261643
6.272000 -0.238507 -0.183527 0.030503 0.302487
6.280000 -0.288135 -0.225332 -0.019030 0.366276
6.288000 -0.339146 -0.178778 -0.009470 0.383499
6.296000 -0.346706 -0.049351 0.059905 0.355288
6.304000 -0.279006 0.065407 0.151826 0.324305
6.312000 -0.166076 0.145661 0.218402 0.310641
6.320000 0.004384 0.166230 0.194646 0.256005
6.328000 0.135589 0.114308 0.172203 0.247194
6.336000 0.126005 0.095372 0.224271 0.274355
6.344000 0.092814 0.113715 0.249879 0.289802
6.352000 0.101187 0.116947 0.274306 0.314896
6.360000 0.114903 0.116604 0.345393 0.382225
6.368000 0.145324 0.102005 0.301168 0.349609
6.376000 0.189427 0.064016 0.130583 0.238815
6.384000 0.224804 0.037224 0.104451 0.250664
6.392000 0.224608 0.048545 0.181215 0.292650
6.400000 0.182742 0.064494 0.138200 0.238020
6.408000 0.131870 0.106525 0.061320 0.180271
6.416000 0.091498 0.176780 0.110312 0.227578
6.424000 0.051737 0.176381 0.207213 0.276992
6.432000 0.021745 0.122575 0.221736 0.254292
6.440000 0.017892 0.062277 0.190288 0.201018
6.448000 -0.020342 0.018420 0.261919 0.263353
6.456000 -0.125312 0.021053 0.350882 0.373182
6.464000 -0.269337 0.003776 0.198647 0.334690
6.472000 -0.393679 -0.036858 -0.065095 0.400724
6.480000 -0.390979 -0.089198 -0.160053 0.431784
6.488000 -0.325544 -0.120056 -0.073463 0.354667
6.496000 -0.297833 -0.080687 0.099634 0.324256
6.504000 -0.276525 -0.051756 0.225834 0.360757
6.512000 -0.221786 -0.023292 0.255564 0.339182
6.520000 -0.121840 0.059444 0.223633 0.261515
6.528000 -0.041944 0.129857 0.145398 0.199406
6.536000 0.011223 0.123642 0.138505 0.186002
6.544000 0.059870 0.084781 0.285161 0.303462
6.552000 0.104268 0.080077 0.400821 0.421831
6.560000 0.160869 0.081858 0.226761 0.289827
6.568000 0.151054 0.056539 -0.014956 0.161980
6.576000 0.095836 0.047174 -0.011546 0.107440
6.584000 0.146498 0.088772 0.105752 0.201309
6.592000 0.277004 0.110664 0.188453 0.352834
6.600000 0.334394 0.052218 0.257850 0.425480
6.608000 0.264621 -0.006021 0.336678 0.428267
6.616000 0.151863 -0.006710 0.325755 0.359477
6.624000 0.107843 -0.000954 0.122639 0.163314
6.632000 0.068554 -0.046998 -0.064425 0.105162
6.640000 -0.090459 -0.153150 -0.002551 0.177889
6.648000 -0.213053 -0.239541 0.156352 0.356675
6.656000 -0.226474 -0.264231 0.134058 0.372934
6.664000 -0.281177 -0.253589 -0.110253 0.394365
6.672000 -0.239508 -0.202918 -0.225849 0.386714
6.680000 -0.080948 -0.108306 -0.129962 0.187544
6.688000 -0.005399 0.006722 0.015575 0.017802
6.696000 0.023251 0.071374 0.228673 0.240679
6.704000 0.006240 0.079475 0.314955 0.324887
6.712000 -0.051613 0.075338 0.229084 0.246615
6.720000 -0.051307 0.078616 0.266428 0.282483
6.728000 0.016674 0.131919 0.402010 0.423430
6.736000 0.101387 0.202371 0.284853 0.363833
6.744000 0.168027 0.226901 0.008488 0.282470
6.752000 0.242564 0.197250 -0.005477 0.312689
6.760000 0.299976 0.170007 0.223870 0.411104
6.768000 0.286894 0.217389 0.354994 0.505556
6.776000 0.241366 0.270666 0.372795 0.520090
6.784000 0.230448 0.266505 0.474954 0.591365
6.792000 0.240841 0.223790 0.457422 0.563313
6.800000 0.210199 0.178430 0.190194 0.334955
6.808000 0.134659 0.143374 -0.036195 0.199998
6.816000 0.067350 0.066499 -0.025491 0.098020
6.824000 -0.008831 -0.010918 0.080638 0.081852
6.832000 -0.090355 -0.034782 0.082983 0.127515
6.840000 -0.102557 -0.065106 0.113793 0.166450
6.848000 -0.098666 -0.095864 0.241462 0.277900
6.856000 -0.135612 -0.104846 0.343438 0.383840
6.864000 -0.176031 -0.134102 0.269300 0.348558
6.872000 -0.171934 -0.144393 0.026813 0.226119
6.880000 -0.144214 -0.129507 -0.095195 0.215944
6.888000 -0.179863 -0.130728 -0.035441 0.225159
6.896000 -0.260524 -0.156348 0.047591 0.307543
6.904000 -0.284695 -0.172684 0.126152 0.356069
6.912000 -0.173618 -0.124255 0.152046 0.262108
6.920000 -0.002292 -0.047221 0.159427 0.166288
6.928000 0.070469 0.022097 0.259191 0.269507
6.936000 0.112713 0.074297 0.350761 0.375843
6.944000 0.192528 0.131185 0.316004 0.392600
6.952000 0.211750 0.212052 0.260368 0.396983
6.960000 0.204651 0.281128 0.233164 0.418665
6.968000 0.187724 0.321521 0.100168 0.385551
6.976000 0.109089 0.314075 -0.003802 0.332502
6.984000 0.044283 0.264503 0.069001 0.276918
6.992000 0.024358 0.203080 0.209956 0.293115
7.000000 0.022830 0.147438 0.353830 0.383998
7.008000 0.021865 0.117045 0.407494 0.424534
7.016000 0.021109 0.115778 0.260314 0.285681
7.024000 0.026712 0.104228 0.080569 0.134419
7.032000 0.005287 0.049454 0.032158 0.059226
7.040000 -0.056958 -0.031763 0.033152 0.073159
7.048000 -0.138310 -0.144191 0.114492 0.230281
7.056000 -0.218075 -0.254833 0.255114 0.421403
7.064000 -0.285533 -0.275156 0.260773 0.474597
7.072000 -0.273458 -0.214355 0.129487 0.370802
7.080000 -0.162242 -0.168692 0.049267 0.239179
7.088000 -0.052219 -0.171377 0.135325 0.224521
7.096000 -0.021524 -0.187281 0.276037 0.334266
7.104000 -0.064648 -0.177155 0.279964 0.337555
7.112000 -0.099098 -0.122669 0.150610 0.218063
7.120000 -0.098837 -0.079224 0.017419 0.127861
7.128000 -0.085410 -0.030376 0.009124 0.091109
7.136000 -0.026837 0.060078 0.105050 0.123956
7.144000 0.029962 0.128237 0.203869 0.242704
7.152000 0.101484 0.188005 0.294266 0.363645
7.160000 0.217253 0.229619 0.280925 0.422898
7.168000 0.240571 0.212571 0.104861 0.337723
7.176000 0.184795 0.140563 -0.014856 0.232654
7.184000 0.124542 0.028279 0.113652 0.170959
7.192000 0.054479 -0.027477 0.275294 0.281974
7.200000 0.049785 -0.010810 0.277035 0.281681
7.208000 0.083128 0.003448 0.232352 0.246798
7.216000 0.034744 0.013807 0.175253 0.179197
7.224000 -0.028151 0.016197 0.050245 0.059828
7.232000 -0.015046 -0.033693 -0.056035 0.067093
7.240000 -0.022614 -0.115480 -0.008376 0.117971
7.248000 -0.108244 -0.162703 0.133124 0.236455
7.256000 -0.176676 -0.161003 0.201531 0.312652
7.264000 -0.161348 -0.146482 0.188798 0.288331
7.272000 -0.119401 -0.171760 0.173472 0.271755
7.280000 -0.140311 -0.222181 0.094162 0.279138
7.288000 -0.251517 -0.234533 -0.024262 0.344754
7.296000 -0.352364 -0.177732 -0.009044 0.394754
7.304000 -0.316622 -0.064844 0.079246 0.332768
7.312000 -0.189460 0.055760 0.079773 0.212997
7.320000 -0.049830 0.138421 0.068252 0.162178
7.328000 0.084760 0.173522 0.160906 0.251366
7.336000 0.158720 0.184951 0.273320 0.366200
7.344000 0.158748 0.172217 0.283084 0.367418
7.352000 0.115369 0.154528 0.197280 0.275877
7.360000 0.043864 0.145292 0.135390 0.203383
7.368000 0.033882 0.124231 0.070867 0.146981
7.376000 0.101216 0.118492 0.013894 0.156455
7.384000 0.145155 0.127565 0.090843 0.213531
7.392000 0.167864 0.107353 0.203410 0.284743
7.400000 0.193399 0.052132 0.293279 0.355152
7.408000 0.185425 -0.005563 0.367338 0.411523
7.416000 0.162906 -0.050789 0.296750 0.342314
7.424000 0.107680 -0.096058 0.140367 0.201308
7.432000 -0.007176 -0.125592 0.076800 0.147387
7.440000 -0.075914 -0.108766 0.086685 0.158452
7.448000 -0.071098 -0.056172 0.121521 0.151584
7.456000 -0.080251 -0.052422 0.137626 0.167718
7.464000 -0.121086 -0.129185 0.161315 0.239527
7.472000 -0.158550 -0.182378 0.217470 0.325105
7.480000 -0.171387 -0.146040 0.213614 0.310374
7.488000 -0.173246 -0.046764 0.207805 0.274562
7.496000 -0.162622 0.029318 0.256656 0.305250
7.504000 -0.135354 0.016285 0.218472 0.257519
7.512000 -0.133198 -0.016659 0.092132 0.162812
7.520000 -0.148438 -0.026303 0.041508 0.156361
7.528000 -0.150815 -0.045651 0.153125 0.219719
7.536000 -0.125264 -0.023904 0.339110 0.362295
7.544000 -0.077975 0.062737 0.392327 0.404890
7.552000 0.008423 0.120811 0.247558 0.275592
7.560000 0.121866 0.087850 0.088728 0.174475
7.568000 0.171956 0.036186 0.077694 0.192132
7.576000 0.144523 0.049663 0.108592 0.187471
7.584000 0.135493 0.102542 0.074584 0.185569
7.592000 0.219966 0.119069 0.104422 0.271047
7.600000 0.266696 0.049719 0.236258 0.359745
7.608000 0.157015 -0.037811 0.299218 0.340021
7.616000 0.039012 -0.048055 0.293792 0.300241
7.624000 0.039230 -0.032648 0.288505 0.292985
7.632000 0.045831 -0.046307 0.237590 0.246361
7.640000 -0.032501 -0.068947 0.159204 0.176510
7.648000 -0.140462 -0.092825 0.106970 0.199471
7.656000 -0.165453 -0.089397 0.117350 0.221670
7.664000 -0.113540 -0.070688 0.157239 0.206427
7.672000 -0.120148 -0.077695 0.162163 0.216261
7.680000 -0.153524 -0.091057 0.166624 0.244181
7.688000 -0.154238 -0.081450 0.131399 0.218379
7.696000 -0.174170 -0.046693 0.088074 0.200680
7.704000 -0.180678 -0.032896 0.112876 0.215563
7.712000 -0.168552 -0.026225 0.087364 0.191651
7.720000 -0.146244 0.002842 0.048603 0.154135
7.728000 -0.072506 -0.020489 0.096141 0.122148
7.736000 -0.026850 -0.050668 0.166116 0.175734
7.744000 -0.072348 -0.047494 0.358548 0.368845
7.752000 -0.081707 -0.060543 0.429557 0.441430
7.760000 0.128554 -0.050735 0.274062 0.306937
7.768000 0.394485 -0.009653 0.513539 0.647637
7.776000 0.355545 0.035315 0.824867 0.898924
7.784000 0.105757 0.118336 0.628104 0.647844
7.792000 0.033108 0.270619 0.269741 0.383525
7.800000 0.191665 0.393663 -0.124629 0.455235
7.808000 0.292461 0.369383 -0.540772 0.717225
7.816000 0.178034 0.213829 -0.514552 0.584963
7.824000 -0.002852 0.042423 -0.001685 0.042552
7.832000 -0.062439 -0.018161 0.397891 0.403170
7.840000 -0.014977 -0.013197 0.416639 0.417117
7.848000 -0.015682 -0.055224 0.281683 0.287473
7.856000 -0.116156 -0.086951 0.185520 0.235522
7.864000 -0.178569 -0.086651 0.103463 0.223830
7.872000 -0.127104 -0.104308 0.093602 0.189200
7.880000 -0.081452 -0.155178 0.264469 0.317268
7.888000 -0.134468 -0.219699 0.354035 0.437824
7.896000 -0.214714 -0.198619 0.122494 0.317106
7.904000 -0.207769 -0.088885 -0.156843 0.275079
7.912000 -0.075621 0.022403 -0.095496 0.123854
7.920000 0.079863 0.096430 0.197593 0.233922
7.928000 0.141068 0.121987 0.346369 0.393386
7.936000 0.142919 0.122760 0.350868 0.398252
7.944000 0.142975 0.122784 0.351004 0.398399
7.952000 0.142977 0.122784 0.351008 0.398403
7.960000 0.142977 0.122784 0.351008 0.398403
7.968000 0.142977 0.122784 0.351008 0.398403
7.976000 0.142977 0.122784 0.351008 0.398403
7.984000 0.142977 0.122784 0.351008 0.398403
7.992000 0.142977 0.122784 0.351008 0.398403
